Name,Precursor,Product,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5
Hex1Cer d16:1/18:0,700.6,236.3,2003,1652,2171,1704,1678
Hex1Cer d16:1/20:0,728.6,236.3,2889,2636,2860,2515,2393
Hex1Cer d16:1/22:0,756.7,236.3,9387,9362,9286,9367,8229
Hex1Cer d16:1/24:0,784.7,236.3,7240,6801,5989,5829,5967
Hex1Cer d18:1/16:0,700.6,264.3,172100,174303,158493,105255,144968
Hex1Cer d18:1/18:0,728.6,264.3,19822,23684,18177,22340,18737
Hex1Cer d18:1/20:0,756.6,264.3,21534,21153,23803,20622,19981
Hex1Cer d18:1/22:0,784.7,264.3,202959,150892,195718,167041,153216
Hex1Cer d18:1/24:0,812.7,264.3,227482,212292,211771,213038,214151
Hex1Cer d18:1/24:1,810.7,264.3,176153,148389,176407,151274,160607
Hex1Cer d18:2/18:0,726.6,262.3,2824,2878,2419,2307,2233
Hex1Cer d18:2/20:0,754.6,262.3,3583,3851,3156,3433,3211
Hex1Cer d18:2/22:0,782.7,262.3,23628,23219,22337,23828,23583
Hex1Cer d18:2/24:0,810.7,262.3,27570,26196,24236,26188,26176
