Name,Precursor,Product,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5
LPE 16:0,452.3,196,140,137,159,83,64
LPE 16:1,450.3,196,24,102,23,21,78
LPE 16:2,448.2,196,11,14,3,7,31
LPE 16:3,446.2,196,3,1,3,3,2
LPE 18:0,480.3,196,282,232,289,243,257
LPE 18:1,478.3,196,270,407,535,367,292
LPE 18:2,476.3,196,75,7,3,32,12
LPE 18:3,474.3,196,1,1,1,2,2
LPE 20:4,500.3,196,608,523,456,391,526
LPE 22:6,524.3,196,1585,1600,1985,1813,1661
